locationCode,isActive,creationDate
B2/4B,true,04/15/2023
B2/5B,true,04/15/2023
B2/6B,true,04/15/2023
B2/7B,true,04/15/2023
B2/8B,true,04/15/2023
B2/9B,true,04/15/2023
B2/10B,true,04/15/2023
B2/11B,true,04/15/2023
B2/12B,true,04/15/2023
B2/13B,true,04/15/2023
B2/14B,true,04/15/2023
B2/15B,true,04/15/2023
B2/16B,true,04/15/2023
B2/17B,true,04/15/2023
B2/18B,true,04/15/2023
B2/19B,true,04/15/2023
B2/20B,true,04/15/2023
B2/21B,true,04/15/2023
B2/22B,true,04/15/2023
B2/23B,true,04/15/2023
B2/24B,true,04/15/2023
B2/25B,true,04/15/2023
B2/26B,true,04/15/2023
B2/27B,true,04/15/2023
B2/28B,true,04/15/2023
B2/1C,true,04/15/2023
B2/2C,true,04/15/2023
B2/3C,true,04/15/2023
B2/4C,true,04/15/2023
B2/5C,true,04/15/2023
B2/6C,true,04/15/2023
B2/7C,true,04/15/2023
B2/8C,true,04/15/2023
B2/9C,true,04/15/2023
B2/10C,true,04/15/2023
B2/11C,true,04/15/2023
B2/12C,true,04/15/2023
B2/13C,true,04/15/2023
B2/14C,true,04/15/2023
B2/15C,true,04/15/2023
B2/16C,true,04/15/2023
B2/17C,true,04/15/2023
B2/18C,true,04/15/2023
B2/19C,true,04/15/2023
B2/20C,true,04/15/2023
B2/21C,true,04/15/2023
B2/22C,true,04/15/2023
B2/23C,true,04/15/2023
B2/24C,true,04/15/2023
B2/25C,true,04/15/2023
B2/26C,true,04/15/2023
B2/27C,true,04/15/2023
B2/28C,true,04/15/2023
