"deliveryId","lodgementId","Delivery Date","Lot Number","Delivered Bags","Balance Bags","Months Lodged","Total Charges Paid","Rent Receivable on Delivered Bags"
"6433da348a12e9ad0dd6b9ee","643373178a12e9ad0d2fa456","12/03/2022","6720/409","5","80","0 Months","57","0"
"6433da348a12e9ad0dd6b9ef","643373178a12e9ad0d2fa456","18/03/2022","6720/409","4","76","0 Months","47","0"
"6433da348a12e9ad0dd6b9f0","643373178a12e9ad0d2fa456","19/03/2022","6720/409","4","72","0 Months","46","0"
"6433da348a12e9ad0dd6b9f1","643373178a12e9ad0d2fa456","21/03/2022","6720/409","4","68","0 Months","46","0"
"6433da348a12e9ad0dd6b9f2","643373178a12e9ad0d2fa456","23/03/2022","6720/409","10","58","0 Months","115","0"
"6433da348a12e9ad0dd6b9f3","643373178a12e9ad0d2fa456","26/03/2022","6720/409","10","48","0 Months","115","0"
"6433da348a12e9ad0dd6b9f4","643373178a12e9ad0d2fa456","31/03/2022","6720/409","10","38","0 Months","115","0"
"6433da348a12e9ad0dd6b9f5","643373178a12e9ad0d2fa456","03/04/2022","6720/409","10","28","0 Months","115","0"
"6433da348a12e9ad0dd6b9f6","643373178a12e9ad0d2fa456","07/04/2022","6720/409","10","18","0 Months","115","0"
"6433da348a12e9ad0dd6b9f7","643373178a12e9ad0d2fa456","11/04/2022","6720/409","10","8","0 Months","115","0"
"6433da348a12e9ad0dd6b9f8","643373178a12e9ad0d2fa456","16/04/2022","6720/409","6","2","0 Months","70","0"
"6433da348a12e9ad0dd6b9f9","643373178a12e9ad0d2fa456","16/04/2022","6720/409","2","0","0 Months","22","0"
"6433da348a12e9ad0dd6b9fa","643373178a12e9ad0d2fa457","30/04/2021","6749/200","2","198","0 Months","28","0"
"6433da348a12e9ad0dd6b9fb","643373178a12e9ad0d2fa457","05/05/2021","6749/200","5","193","0 Months","72","0"
"6433da348a12e9ad0dd6b9fc","643373178a12e9ad0d2fa457","09/05/2021","6749/200","29","164","0 Months","417","0"
"6433da348a12e9ad0dd6b9fd","643373178a12e9ad0d2fa457","28/05/2021","6749/200","2","162","0 Months","28","0"
"6433da348a12e9ad0dd6b9fe","643373178a12e9ad0d2fa457","26/06/2021","6749/200","1","161","0 Months","15","0"
"6433da348a12e9ad0dd6b9ff","643373178a12e9ad0d2fa457","30/06/2021","6749/200","1","160","0 Months","15","0"
"6433da348a12e9ad0dd6ba00","643373178a12e9ad0d2fa457","19/07/2021","6749/200","2","158","0 Months","30","0"
"6433da348a12e9ad0dd6ba01","643373178a12e9ad0d2fa457","23/07/2021","6749/200","2","156","0 Months","30","0"
"6433da348a12e9ad0dd6ba02","643373178a12e9ad0d2fa457","29/07/2021","6749/200","2","154","0 Months","30","0"
"6433da348a12e9ad0dd6ba03","643373178a12e9ad0d2fa457","30/07/2021","6749/200","2","152","0 Months","30","0"
"6433da348a12e9ad0dd6ba04","643373178a12e9ad0d2fa457","31/07/2021","6749/200","1","151","0 Months","15","0"
"6433da348a12e9ad0dd6ba05","643373178a12e9ad0d2fa457","08/08/2021","6749/200","3","148","0 Months","45","0"
"6433da348a12e9ad0dd6ba06","643373178a12e9ad0d2fa457","18/08/2021","6749/200","2","146","0 Months","25","0"
"6433da348a12e9ad0dd6ba07","643373178a12e9ad0d2fa457","28/08/2021","6749/200","1","145","0 Months","15","0"
"6433da348a12e9ad0dd6ba09","643373178a12e9ad0d2fa457","01/09/2021","6749/200","5","140","0 Months","70","0"
"6433da348a12e9ad0dd6ba0a","643373178a12e9ad0d2fa457","04/09/2021","6749/200","1","139","0 Months","10","0"
"6433da348a12e9ad0dd6ba0b","643373178a12e9ad0d2fa457","23/09/2021","6749/200","2","137","0 Months","30","0"
"6433da348a12e9ad0dd6ba0c","643373178a12e9ad0d2fa457","24/09/2021","6749/200","2","135","0 Months","30","0"
"6433da348a12e9ad0dd6ba0d","643373178a12e9ad0d2fa457","29/09/2021","6749/200","5","130","0 Months","70","0"
"6433da348a12e9ad0dd6ba0e","643373178a12e9ad0d2fa457","30/09/2021","6749/200","1","129","0 Months","15","0"
"6433da348a12e9ad0dd6ba0f","643373178a12e9ad0d2fa457","30/09/2021","6749/200","2","127","0 Months","30","0"
"6433da348a12e9ad0dd6ba10","643373178a12e9ad0d2fa457","01/10/2021","6749/200","1","126","0 Months","15","0"
"6433da348a12e9ad0dd6ba11","643373178a12e9ad0d2fa457","04/10/2021","6749/200","1","125","0 Months","15","0"
"6433da348a12e9ad0dd6ba12","643373178a12e9ad0d2fa457","08/10/2021","6749/200","2","123","0 Months","30","0"
"6433da348a12e9ad0dd6ba13","643373178a12e9ad0d2fa457","11/10/2021","6749/200","2","121","0 Months","25","0"
"6433da348a12e9ad0dd6ba14","643373178a12e9ad0d2fa457","24/10/2021","6749/200","10","111","0 Months","145","0"
"6433da348a12e9ad0dd6ba15","643373178a12e9ad0d2fa457","28/10/2021","6749/200","1","110","0 Months","15","0"
"6433da348a12e9ad0dd6ba16","643373178a12e9ad0d2fa457","29/10/2021","6749/200","5","105","0 Months","30","0"
"6433da348a12e9ad0dd6ba17","643373178a12e9ad0d2fa457","30/10/2021","6749/200","1","104","0 Months","15","0"
"6433da348a12e9ad0dd6ba18","643373178a12e9ad0d2fa457","05/11/2021","6749/200","1","103","0 Months","15","0"
"6433da348a12e9ad0dd6ba19","643373178a12e9ad0d2fa457","05/11/2021","6749/200","5","98","0 Months","70","0"
"6433da348a12e9ad0dd6ba1a","643373178a12e9ad0d2fa457","07/11/2021","6749/200","1","97","0 Months","15","0"
"6433da348a12e9ad0dd6ba1b","643373178a12e9ad0d2fa457","21/11/2021","6749/200","1","96","0 Months","15","0"
"6433da348a12e9ad0dd6ba1c","643373178a12e9ad0d2fa457","25/11/2021","6749/200","4","92","0 Months","55","0"
"6433da348a12e9ad0dd6ba1d","643373178a12e9ad0d2fa457","26/11/2021","6749/200","2","90","0 Months","25","0"
"6433da348a12e9ad0dd6ba1e","643373178a12e9ad0d2fa457","28/11/2021","6749/200","3","87","0 Months","45","0"
"6433da348a12e9ad0dd6ba1f","643373178a12e9ad0d2fa457","29/11/2021","6749/200","1","86","0 Months","15","0"
"6433da348a12e9ad0dd6ba20","643373178a12e9ad0d2fa457","08/12/2021","6749/200","2","84","0 Months","30","0"
"6433da348a12e9ad0dd6ba21","643373178a12e9ad0d2fa457","16/12/2021","6749/200","5","79","0 Months","70","0"
"6433da348a12e9ad0dd6ba22","643373178a12e9ad0d2fa457","20/12/2021","6749/200","4","75","0 Months","55","0"
"6433da348a12e9ad0dd6ba23","643373178a12e9ad0d2fa457","22/12/2021","6749/200","1","74","0 Months","15","0"
"6433da348a12e9ad0dd6ba24","643373178a12e9ad0d2fa457","25/12/2021","6749/200","1","73","0 Months","15","0"
"6433da348a12e9ad0dd6ba25","643373178a12e9ad0d2fa457","26/12/2021","6749/200","1","72","0 Months","15","0"
"6433da348a12e9ad0dd6ba26","643373178a12e9ad0d2fa457","30/12/2021","6749/200","3","69","0 Months","45","0"
"6433da348a12e9ad0dd6ba27","643373178a12e9ad0d2fa457","10/01/2022","6749/200","2","67","0 Months","50","0"
"6433da348a12e9ad0dd6ba28","643373178a12e9ad0d2fa457","13/01/2022","6749/200","2","65","0 Months","30","0"
"6433da348a12e9ad0dd6ba29","643373178a12e9ad0d2fa457","22/01/2022","6749/200","1","64","0 Months","15","0"
"6433da348a12e9ad0dd6ba2a","643373178a12e9ad0d2fa457","23/01/2022","6749/200","1","63","0 Months","15","0"
"6433da348a12e9ad0dd6ba2b","643373178a12e9ad0d2fa457","23/04/2022","6749/200","2","61","0 Months","28","0"
"6433da348a12e9ad0dd6ba2c","643373178a12e9ad0d2fa457","14/05/2022","6749/200","2","59","0 Months","28","0"
"6433da348a12e9ad0dd6ba2d","643373178a12e9ad0d2fa457","18/05/2022","6749/200","1","58","0 Months","14","0"
"6433da348a12e9ad0dd6ba2e","643373178a12e9ad0d2fa457","19/05/2022","6749/200","2","56","0 Months","28","0"
"6433da348a12e9ad0dd6ba2f","643373178a12e9ad0d2fa457","28/05/2022","6749/200","3","53","0 Months","43","0"
"6433da348a12e9ad0dd6ba30","643373178a12e9ad0d2fa457","02/06/2022","6749/200","4","49","0 Months","57","0"
"6433da348a12e9ad0dd6ba31","643373178a12e9ad0d2fa457","05/06/2022","6749/200","7","42","0 Months","100","0"
"6433da348a12e9ad0dd6ba32","643373178a12e9ad0d2fa457","10/06/2022","6749/200","2","40","0 Months","28","0"
"6433da348a12e9ad0dd6ba33","643373178a12e9ad0d2fa457","18/06/2022","6749/200","2","38","0 Months","28","0"
"6433da348a12e9ad0dd6ba34","643373178a12e9ad0d2fa457","19/06/2022","6749/200","5","33","0 Months","72","0"
"6433da348a12e9ad0dd6ba35","643373178a12e9ad0d2fa457","23/06/2022","6749/200","1","32","0 Months","14","0"
"6433da348a12e9ad0dd6ba36","643373178a12e9ad0d2fa457","30/07/2022","6749/200","1","31","0 Months","14","0"
"6433da348a12e9ad0dd6ba37","643373178a12e9ad0d2fa457","27/08/2022","6749/200","2","29","0 Months","35","0"
"6433da348a12e9ad0dd6ba38","643373178a12e9ad0d2fa457","05/09/2022","6749/200","2","27","0 Months","57","0"
"6433da348a12e9ad0dd6ba39","643373178a12e9ad0d2fa457","12/09/2022","6749/200","4","23","0 Months","70","0"
"6433da348a12e9ad0dd6ba3a","643373178a12e9ad0d2fa457","16/09/2022","6749/200","2","21","0 Months","35","0"
"6433da348a12e9ad0dd6ba3b","643373178a12e9ad0d2fa457","23/09/2022","6749/200","1","20","0 Months","17","0"
"6433da348a12e9ad0dd6ba3c","643373178a12e9ad0d2fa457","24/09/2022","6749/200","8","12","0 Months","140","0"
"6433da348a12e9ad0dd6ba3d","643373178a12e9ad0d2fa457","03/12/2022","6749/200","1","11","0 Months","17","0"
"6433da348a12e9ad0dd6ba3e","643373178a12e9ad0d2fa457","04/12/2022","6749/200","4","7","0 Months","70","0"
"6433da348a12e9ad0dd6ba3f","643373178a12e9ad0d2fa457","22/12/2022","6749/200","7","0","0 Months","0","0"
"6433da348a12e9ad0dd6ba40","643373178a12e9ad0d2fa458","05/11/2021","7044/24","24","0","0 Months","50","0"
"6433da348a12e9ad0dd6ba41","643373178a12e9ad0d2fa459","27/04/2022","7294/202","5","197","0 Months","72","0"
"6433da348a12e9ad0dd6ba42","643373178a12e9ad0d2fa459","04/05/2022","7294/202","5","192","0 Months","72","0"
"6433da348a12e9ad0dd6ba43","643373178a12e9ad0d2fa459","13/05/2022","7294/202","11","181","0 Months","158","0"
"6433da348a12e9ad0dd6ba44","643373178a12e9ad0d2fa459","18/05/2022","7294/202","3","178","0 Months","43","0"
"6433da348a12e9ad0dd6ba45","643373178a12e9ad0d2fa459","21/05/2022","7294/202","2","176","0 Months","28","0"
"6433da348a12e9ad0dd6ba46","643373178a12e9ad0d2fa459","27/05/2022","7294/202","2","174","0 Months","28","0"
"6433da348a12e9ad0dd6ba47","643373178a12e9ad0d2fa459","01/06/2022","7294/202","2","172","0 Months","28","0"
"6433da348a12e9ad0dd6ba48","643373178a12e9ad0d2fa459","01/06/2022","7294/202","2","170","0 Months","28","0"
"6433da348a12e9ad0dd6ba49","643373178a12e9ad0d2fa459","18/06/2022","7294/202","2","168","0 Months","28","0"
"6433da348a12e9ad0dd6ba4a","643373178a12e9ad0d2fa459","19/06/2022","7294/202","1","167","0 Months","14","0"
"6433da348a12e9ad0dd6ba4b","643373178a12e9ad0d2fa459","02/07/2022","7294/202","2","165","0 Months","28","0"
"6433da348a12e9ad0dd6ba4c","643373178a12e9ad0d2fa459","23/07/2022","7294/202","3","162","0 Months","43","0"
"6433da348a12e9ad0dd6ba4d","643373178a12e9ad0d2fa459","05/08/2022","7294/202","2","160","0 Months","28","0"
"6433da348a12e9ad0dd6ba4e","643373178a12e9ad0d2fa459","06/08/2022","7294/202","2","158","0 Months","28","0"
"6433da348a12e9ad0dd6ba4f","643373178a12e9ad0d2fa459","07/08/2022","7294/202","2","156","0 Months","28","0"
"6433da348a12e9ad0dd6ba50","643373178a12e9ad0d2fa459","14/08/2022","7294/202","1","155","0 Months","17","0"
"6433da348a12e9ad0dd6ba51","643373178a12e9ad0d2fa459","24/08/2022","7294/202","1","154","0 Months","17","0"
"6433da348a12e9ad0dd6ba52","643373178a12e9ad0d2fa459","26/08/2022","7294/202","1","153","0 Months","17","0"
"6433da348a12e9ad0dd6ba53","643373178a12e9ad0d2fa459","28/08/2022","7294/202","2","151","0 Months","35","0"
"6433da348a12e9ad0dd6ba54","643373178a12e9ad0d2fa459","01/09/2022","7294/202","2","149","0 Months","35","0"
"6433da348a12e9ad0dd6ba55","643373178a12e9ad0d2fa459","01/09/2022","7294/202","1","148","0 Months","17","0"
"6433da348a12e9ad0dd6ba56","643373178a12e9ad0d2fa459","02/09/2022","7294/202","5","143","0 Months","88","0"
"6433da348a12e9ad0dd6ba57","643373178a12e9ad0d2fa459","02/09/2022","7294/202","1","142","0 Months","17","0"
"6433da348a12e9ad0dd6ba58","643373178a12e9ad0d2fa459","02/09/2022","7294/202","3","139","0 Months","52","0"
"6433da348a12e9ad0dd6ba59","643373178a12e9ad0d2fa459","04/09/2022","7294/202","2","137","0 Months","35","0"
"6433da348a12e9ad0dd6ba5a","643373178a12e9ad0d2fa459","07/09/2022","7294/202","5","132","0 Months","88","0"
"6433da348a12e9ad0dd6ba5b","643373178a12e9ad0d2fa459","11/09/2022","7294/202","3","129","0 Months","53","0"
"6433da348a12e9ad0dd6ba5c","643373178a12e9ad0d2fa459","11/09/2022","7294/202","2","127","0 Months","35","0"
"6433da348a12e9ad0dd6ba5d","643373178a12e9ad0d2fa459","15/09/2022","7294/202","9","118","0 Months","158","0"
"6433da348a12e9ad0dd6ba5e","643373178a12e9ad0d2fa459","16/09/2022","7294/202","4","114","0 Months","70","0"
"6433da348a12e9ad0dd6ba5f","643373178a12e9ad0d2fa459","16/09/2022","7294/202","7","107","0 Months","123","0"
"6433da348a12e9ad0dd6ba60","643373178a12e9ad0d2fa459","18/09/2022","7294/202","7","100","0 Months","123","0"
"6433da348a12e9ad0dd6ba61","643373178a12e9ad0d2fa459","18/09/2022","7294/202","2","98","0 Months","35","0"
"6433da348a12e9ad0dd6ba62","643373178a12e9ad0d2fa459","18/09/2022","7294/202","1","97","0 Months","17","0"
"6433da348a12e9ad0dd6ba63","643373178a12e9ad0d2fa459","19/09/2022","7294/202","10","87","0 Months","170","0"
"6433da348a12e9ad0dd6ba64","643373178a12e9ad0d2fa459","21/09/2022","7294/202","3","84","0 Months","52","0"
"6433da348a12e9ad0dd6ba65","643373178a12e9ad0d2fa459","21/09/2022","7294/202","4","80","0 Months","70","0"
"6433da348a12e9ad0dd6ba66","643373178a12e9ad0d2fa459","23/09/2022","7294/202","1","79","0 Months","17","0"
"6433da348a12e9ad0dd6ba67","643373178a12e9ad0d2fa459","24/09/2022","7294/202","4","75","0 Months","70","0"
"6433da348a12e9ad0dd6ba68","643373178a12e9ad0d2fa459","25/09/2022","7294/202","1","74","0 Months","17","0"
"6433da348a12e9ad0dd6ba69","643373178a12e9ad0d2fa459","25/09/2022","7294/202","9","65","0 Months","158","0"
"6433da348a12e9ad0dd6ba6a","643373178a12e9ad0d2fa459","28/09/2022","7294/202","3","62","0 Months","52","0"
"6433da348a12e9ad0dd6ba6b","643373178a12e9ad0d2fa459","30/09/2022","7294/202","6","56","0 Months","106","0"
"6433da348a12e9ad0dd6ba6c","643373178a12e9ad0d2fa459","01/10/2022","7294/202","1","55","0 Months","17","0"
"6433da348a12e9ad0dd6ba6d","643373178a12e9ad0d2fa459","01/10/2022","7294/202","2","53","0 Months","35","0"
"6433da348a12e9ad0dd6ba6e","643373178a12e9ad0d2fa459","05/10/2022","7294/202","1","52","0 Months","17","0"
"6433da348a12e9ad0dd6ba6f","643373178a12e9ad0d2fa459","08/10/2022","7294/202","2","50","0 Months","35","0"
"6433da348a12e9ad0dd6ba70","643373178a12e9ad0d2fa459","09/10/2022","7294/202","6","44","0 Months","105","0"
"6433da348a12e9ad0dd6ba71","643373178a12e9ad0d2fa459","10/10/2022","7294/202","1","43","0 Months","17","0"
"6433da348a12e9ad0dd6ba72","643373178a12e9ad0d2fa459","20/10/2022","7294/202","3","40","0 Months","52","0"
"6433da348a12e9ad0dd6ba73","643373178a12e9ad0d2fa459","21/10/2022","7294/202","3","37","0 Months","52","0"
"6433da348a12e9ad0dd6ba74","643373178a12e9ad0d2fa459","21/10/2022","7294/202","1","36","0 Months","17","0"
"6433da348a12e9ad0dd6ba75","643373178a12e9ad0d2fa459","22/10/2022","7294/202","3","33","0 Months","52","0"
"6433da348a12e9ad0dd6ba76","643373178a12e9ad0d2fa459","28/10/2022","7294/202","4","29","0 Months","70","0"
"6433da348a12e9ad0dd6ba77","643373178a12e9ad0d2fa459","30/10/2022","7294/202","1","28","0 Months","17","0"
"6433da348a12e9ad0dd6ba78","643373178a12e9ad0d2fa459","02/11/2022","7294/202","3","25","0 Months","52","0"
"6433da348a12e9ad0dd6ba79","643373178a12e9ad0d2fa459","02/11/2022","7294/202","1","24","0 Months","17","0"
"6433da348a12e9ad0dd6ba7a","643373178a12e9ad0d2fa459","03/11/2022","7294/202","2","22","0 Months","35","0"
"6433da348a12e9ad0dd6ba7b","643373178a12e9ad0d2fa459","04/11/2022","7294/202","3","19","0 Months","52","0"
"6433da348a12e9ad0dd6ba7c","643373178a12e9ad0d2fa459","06/11/2022","7294/202","1","18","0 Months","17","0"
"6433da348a12e9ad0dd6ba7d","643373178a12e9ad0d2fa459","10/11/2022","7294/202","2","16","0 Months","35","0"
"6433da348a12e9ad0dd6ba7e","643373178a12e9ad0d2fa459","10/11/2022","7294/202","1","15","0 Months","17","0"
"6433da348a12e9ad0dd6ba7f","643373178a12e9ad0d2fa459","13/11/2022","7294/202","1","14","0 Months","17","0"
"6433da348a12e9ad0dd6ba80","643373178a12e9ad0d2fa459","13/11/2022","7294/202","2","12","0 Months","35","0"
"6433da348a12e9ad0dd6ba81","643373178a12e9ad0d2fa459","17/11/2022","7294/202","2","10","0 Months","35","0"
"6433da348a12e9ad0dd6ba82","643373178a12e9ad0d2fa459","18/11/2022","7294/202","2","8","0 Months","35","0"
"6433da348a12e9ad0dd6ba83","643373178a12e9ad0d2fa459","24/11/2022","7294/202","3","5","0 Months","52","0"
"6433da348a12e9ad0dd6ba84","643373178a12e9ad0d2fa459","30/11/2022","7294/202","1","4","0 Months","17","0"
"6433da348a12e9ad0dd6ba85","643373178a12e9ad0d2fa459","01/12/2022","7294/202","1","3","0 Months","17","0"
"6433da348a12e9ad0dd6ba86","643373178a12e9ad0d2fa459","08/12/2022","7294/202","1","2","0 Months","17","0"
"6433da348a12e9ad0dd6ba87","643373178a12e9ad0d2fa459","12/12/2022","7294/202","1","1","0 Months","17","0"
"6433da348a12e9ad0dd6ba88","643373178a12e9ad0d2fa459","14/12/2022","7294/202","1","0","0 Months","17","0"
"6433da348a12e9ad0dd6ba89","643373178a12e9ad0d2fa45a","14/08/2022","8162/201","25","176","0 Months","279","0"
"6433da348a12e9ad0dd6ba8a","643373178a12e9ad0d2fa45a","20/08/2022","8162/201","25","151","0 Months","277","0"
"6433da348a12e9ad0dd6ba8b","643373178a12e9ad0d2fa45a","26/08/2022","8162/201","25","126","0 Months","279","0"
"6433da348a12e9ad0dd6ba8c","643373178a12e9ad0d2fa45a","03/09/2022","8162/201","25","101","0 Months","279","0"
"6433da348a12e9ad0dd6ba8d","643373178a12e9ad0d2fa45a","15/09/2022","8162/201","25","76","0 Months","279","0"
"6433da348a12e9ad0dd6ba8e","643373178a12e9ad0d2fa45a","28/09/2022","8162/201","25","51","0 Months","279","0"
"6433da348a12e9ad0dd6ba8f","643373178a12e9ad0d2fa45a","12/10/2022","8162/201","25","26","0 Months","278","0"
"6433da348a12e9ad0dd6ba90","643373178a12e9ad0d2fa45a","22/12/2022","8162/201","5","21","0 Months","55","0"
"6433da348a12e9ad0dd6ba91","643373178a12e9ad0d2fa45a","30/12/2022","8162/201","5","16","0 Months","55","0"
